line,size,line_impedance,line_length
11578,109,0.39,0.21
11579,181,0.8,0.27
11580,62,0.55,0.16
11581,113,0.56,0.16
11582,145,0.47,0.27
11583,41,0.45,0.28
11584,81,0.42,0.36
11585,88,0.48,0.1
11586,40,0.21,0.22
11587,155,0.51,0.23
11588,42,0.43,0.36
11589,26,0.59,0.38
11590,43,0.54,0.32
11591,50,0.41,0.35
11592,56,0.22,0.21
11593,155,0.4,0.38
11594,109,0.28,0.24
11595,177,0.38,0.26
11596,95,0.22,0.11
11597,78,0.66,0.33
11598,55,0.73,0.36
11599,68,0.63,0.28
11600,80,0.34,0.33
11601,198,0.26,0.11
11602,87,0.31,0.24
11603,153,0.79,0.39
11604,22,0.39,0.23
11605,157,0.73,0.17
11606,188,0.44,0.18
11607,86,0.62,0.2
11608,26,0.43,0.32
11609,184,0.68,0.19
11610,89,0.31,0.12
11611,157,0.39,0.34
11612,128,0.45,0.1
11613,23,0.44,0.16
11614,49,0.33,0.37
11615,194,0.36,0.18
11616,102,0.25,0.24
11617,199,0.48,0.38
11618,58,0.39,0.19
11619,59,0.76,0.23
11620,169,0.25,0.34
11621,137,0.52,0.16
11622,56,0.71,0.3
11623,115,0.34,0.2
11624,84,0.46,0.33
11625,88,0.53,0.23
11626,65,0.55,0.37
11627,81,0.31,0.34
11628,197,0.8,0.26
11629,116,0.59,0.2
11630,164,0.57,0.18
11631,119,0.7,0.38
11632,100,0.64,0.26
11633,86,0.69,0.16
11634,159,0.46,0.23
11635,43,0.61,0.39
11636,24,0.62,0.36
11637,145,0.67,0.39
11638,177,0.72,0.3
11639,143,0.66,0.33
11640,47,0.58,0.14
11641,137,0.4,0.32
11642,42,0.73,0.19
11643,131,0.49,0.12
11644,122,0.77,0.35
11645,29,0.75,0.32
11646,90,0.73,0.2
11647,42,0.57,0.2
11648,186,0.69,0.12
11649,44,0.5,0.18
11650,177,0.56,0.21
11651,79,0.39,0.29
11652,104,0.76,0.15
11653,46,0.66,0.12
11654,47,0.32,0.28
11655,190,0.79,0.16
11656,180,0.35,0.12
11657,178,0.43,0.14
11658,155,0.62,0.36
11659,182,0.31,0.26
11660,124,0.45,0.37
11661,110,0.52,0.36
11662,49,0.22,0.24
11663,200,0.37,0.21
11664,46,0.31,0.38
11665,197,0.22,0.37
11666,106,0.48,0.28
11667,138,0.33,0.29
11668,61,0.3,0.36
11669,49,0.59,0.2
11670,108,0.49,0.24
11671,179,0.23,0.16
11672,54,0.66,0.34
11673,155,0.35,0.4
11674,161,0.68,0.4
11675,155,0.69,0.11
11676,28,0.79,0.34
11677,160,0.42,0.24
11678,60,0.26,0.23
11679,161,0.29,0.21
11680,169,0.36,0.37
11681,50,0.31,0.31
11682,111,0.47,0.32
11683,137,0.23,0.24
11684,116,0.54,0.1
11685,115,0.7,0.17
11686,143,0.37,0.27
11687,194,0.77,0.11
11688,136,0.53,0.23
11689,168,0.79,0.35
11690,186,0.43,0.18
11691,36,0.46,0.27
11692,176,0.62,0.14
11693,66,0.33,0.34
11694,32,0.3,0.17
11695,162,0.4,0.27
11696,32,0.47,0.35
11697,194,0.41,0.3
11698,152,0.55,0.22
11699,61,0.33,0.32
11700,96,0.31,0.12
11701,135,0.52,0.33
11702,131,0.72,0.16
11703,103,0.77,0.21
11704,99,0.35,0.36
11705,160,0.48,0.22
11706,136,0.61,0.38
11707,170,0.35,0.18
11708,143,0.41,0.28
11709,167,0.66,0.16
11710,122,0.69,0.1
11711,74,0.22,0.22
11712,114,0.62,0.4
11713,65,0.37,0.18
11714,128,0.64,0.29
11715,160,0.58,0.37
11716,160,0.63,0.11
11717,129,0.35,0.22
11718,119,0.54,0.38
11719,100,0.38,0.21
11720,81,0.74,0.36
11721,196,0.26,0.22
11722,150,0.6,0.15
11723,44,0.57,0.3
11724,178,0.52,0.3
11725,62,0.76,0.2
11726,103,0.28,0.17
11727,61,0.5,0.33
11728,23,0.74,0.38
11729,81,0.26,0.13
11730,140,0.35,0.35
11731,176,0.28,0.26
11732,175,0.68,0.33
11733,95,0.3,0.22
11734,67,0.35,0.28
11735,109,0.23,0.27
11736,22,0.33,0.12
11737,189,0.6,0.39
11738,146,0.38,0.3
11739,144,0.25,0.13
11740,183,0.73,0.38
11741,68,0.31,0.26
11742,140,0.47,0.13
11743,115,0.39,0.37
11744,70,0.72,0.33
11745,122,0.37,0.21
11746,149,0.71,0.38
11747,199,0.53,0.24
11748,77,0.73,0.35
11749,93,0.22,0.23
11750,86,0.32,0.14
11751,78,0.35,0.19
11752,133,0.41,0.14
11753,63,0.52,0.12
11754,51,0.58,0.23
11755,87,0.71,0.21
11756,105,0.44,0.32
11757,21,0.39,0.23
11758,43,0.34,0.33
11759,157,0.47,0.16
11760,70,0.65,0.26
11761,186,0.51,0.35
11762,182,0.4,0.31
11763,186,0.22,0.36
11764,140,0.72,0.38
11765,134,0.64,0.18
11766,183,0.58,0.15
11767,146,0.45,0.39
11768,80,0.71,0.4
11769,83,0.72,0.12
11770,80,0.61,0.3
11771,122,0.28,0.37
11772,74,0.48,0.12
11773,49,0.5,0.21
11774,178,0.67,0.37
11775,22,0.67,0.1
11776,66,0.54,0.39
11777,57,0.31,0.29
11778,60,0.69,0.23
11779,159,0.21,0.19
11780,146,0.38,0.16
11781,134,0.79,0.1
11782,83,0.47,0.13
11783,90,0.4,0.34
11784,150,0.59,0.36
11785,83,0.75,0.21
11786,124,0.4,0.26
11787,33,0.42,0.33
11788,79,0.46,0.31
11789,160,0.74,0.19
11790,109,0.57,0.38
11791,196,0.76,0.21
11792,179,0.42,0.39
11793,23,0.33,0.37
11794,45,0.44,0.23
11795,48,0.38,0.16
11796,149,0.75,0.21
11797,96,0.41,0.12
11798,173,0.62,0.21
11799,159,0.4,0.12
11800,154,0.52,0.21
11801,197,0.21,0.14
11802,166,0.5,0.21
11803,76,0.49,0.35
11804,138,0.78,0.19
11805,174,0.38,0.37
11806,102,0.33,0.39
11807,70,0.46,0.31
11808,154,0.22,0.23
11809,153,0.52,0.39
11810,189,0.34,0.22
11811,195,0.66,0.27
11812,86,0.36,0.13
11813,82,0.54,0.18
11814,158,0.32,0.23
11815,140,0.42,0.4
11816,28,0.47,0.33
11817,31,0.7,0.3
11818,36,0.72,0.2
11819,115,0.55,0.17
11820,59,0.25,0.35
11821,58,0.45,0.27
11822,83,0.66,0.36
11823,128,0.63,0.15
11824,24,0.36,0.31
11825,73,0.56,0.24
11826,46,0.26,0.18
11827,150,0.69,0.21
11828,56,0.69,0.22
11829,104,0.39,0.22
11830,52,0.42,0.38
11831,87,0.37,0.31
11832,149,0.35,0.16
11833,193,0.32,0.38
11834,59,0.58,0.28
11835,161,0.75,0.36
11836,56,0.72,0.29
11837,132,0.36,0.38
11838,23,0.42,0.35
11839,130,0.77,0.38
11840,151,0.7,0.32
11841,179,0.74,0.4
11842,194,0.26,0.19
11843,170,0.37,0.15
11844,142,0.7,0.17
11845,190,0.51,0.37
11846,110,0.7,0.31
11847,91,0.52,0.22
11848,122,0.71,0.39
11849,173,0.49,0.39
11850,142,0.22,0.15
11851,94,0.36,0.16
11852,179,0.28,0.34
11853,129,0.69,0.38
11854,104,0.43,0.23
11855,93,0.41,0.31
11856,141,0.65,0.16
11857,142,0.49,0.34
11858,121,0.68,0.14
11859,40,0.58,0.27
11860,118,0.77,0.37
11861,114,0.5,0.21
11862,61,0.3,0.23
11863,87,0.41,0.38
11864,63,0.74,0.35
11865,183,0.55,0.1
11866,176,0.76,0.16
11867,72,0.26,0.18
11868,185,0.48,0.33
11869,177,0.42,0.21
11870,35,0.44,0.11
11871,161,0.45,0.35
11872,31,0.5,0.23
11873,87,0.69,0.25
11874,154,0.2,0.3
11875,21,0.76,0.18
11876,141,0.36,0.34
11877,182,0.26,0.27
11878,61,0.32,0.35
11879,124,0.25,0.29
11880,27,0.72,0.21
11881,88,0.5,0.25
11882,31,0.61,0.38
11883,67,0.63,0.21
11884,65,0.44,0.36
11885,28,0.2,0.29
11886,145,0.32,0.15
11887,170,0.73,0.31
11888,94,0.26,0.11
11889,98,0.24,0.36
11890,191,0.58,0.18
11891,149,0.43,0.28
11892,53,0.47,0.31
11893,170,0.4,0.17
11894,21,0.27,0.14
11895,129,0.77,0.34
11896,152,0.5,0.18
11897,24,0.32,0.3
11898,95,0.55,0.33
11899,97,0.39,0.31
11900,151,0.38,0.4
11901,152,0.43,0.18
11902,82,0.63,0.33
11903,122,0.41,0.23
11904,191,0.38,0.33
11905,58,0.69,0.11
11906,54,0.31,0.28
11907,30,0.24,0.17
11908,119,0.72,0.13
11909,131,0.44,0.15
11910,54,0.45,0.26
11911,122,0.29,0.35
11912,64,0.56,0.21
11913,75,0.3,0.19
11914,52,0.72,0.29
11915,136,0.53,0.2
11916,46,0.44,0.13
11917,30,0.35,0.31
11918,109,0.3,0.13
11919,37,0.35,0.12
11920,116,0.33,0.22
11921,59,0.28,0.24
11922,63,0.69,0.37
11923,30,0.28,0.4
11924,104,0.61,0.18
11925,119,0.77,0.15
11926,145,0.77,0.23
11927,24,0.46,0.16
11928,37,0.45,0.29
11929,167,0.22,0.29
11930,157,0.73,0.36
11931,169,0.46,0.37
11932,191,0.29,0.13
11933,148,0.68,0.37
11934,198,0.27,0.13
11935,166,0.28,0.18
11936,172,0.26,0.25
11937,175,0.42,0.39
11938,56,0.79,0.28
11939,20,0.32,0.33
11940,50,0.45,0.3
11941,77,0.42,0.18
11942,55,0.58,0.35
11943,37,0.78,0.39
11944,46,0.7,0.38
11945,75,0.38,0.24
11946,33,0.26,0.36
11947,125,0.26,0.34
11948,164,0.53,0.2
11949,152,0.31,0.4
11950,171,0.53,0.2
11951,40,0.61,0.27
11952,20,0.72,0.29
11953,34,0.34,0.32
11954,61,0.78,0.11
11955,106,0.62,0.34
11956,23,0.29,0.34
11957,145,0.42,0.35
11958,161,0.6,0.31
11959,100,0.69,0.25
11960,131,0.52,0.39
11961,102,0.45,0.17
11962,23,0.21,0.33
11963,20,0.58,0.36
11964,74,0.35,0.17
11965,101,0.61,0.28
11966,117,0.67,0.19
11967,186,0.71,0.36
11968,59,0.56,0.21
11969,146,0.37,0.2
11970,129,0.74,0.14
11971,50,0.26,0.31
11972,107,0.57,0.14
11973,182,0.65,0.36
11974,137,0.76,0.36
11975,104,0.56,0.39
11976,159,0.66,0.33
11977,150,0.36,0.12
11978,35,0.3,0.33
11979,182,0.29,0.17
11980,141,0.41,0.2
11981,62,0.79,0.39
11982,113,0.32,0.17
11983,180,0.8,0.28
11984,134,0.58,0.12
11985,173,0.31,0.34
11986,21,0.22,0.39
11987,120,0.54,0.32
11988,106,0.31,0.18
11989,183,0.55,0.39
11990,180,0.41,0.12
11991,75,0.38,0.19
11992,112,0.39,0.28
11993,73,0.33,0.25
11994,166,0.46,0.34
11995,69,0.29,0.21
11996,106,0.4,0.28
11997,196,0.41,0.25
11998,128,0.38,0.19
11999,66,0.42,0.27
12000,115,0.34,0.15
12001,160,0.25,0.26
12002,158,0.72,0.12
12003,85,0.52,0.2
12004,139,0.44,0.13
12005,67,0.23,0.29
12006,46,0.28,0.38
12007,172,0.56,0.25
12008,136,0.41,0.17
12009,37,0.28,0.2
12010,99,0.38,0.22
12011,72,0.57,0.18
12012,31,0.7,0.33
12013,57,0.26,0.37
12014,115,0.39,0.16
12015,54,0.24,0.24
12016,55,0.66,0.21
12017,103,0.41,0.15
12018,134,0.35,0.18
12019,188,0.54,0.27
12020,161,0.43,0.28
12021,61,0.71,0.37
12022,61,0.26,0.25
12023,75,0.23,0.35
12024,178,0.39,0.26
12025,59,0.57,0.18
12026,42,0.35,0.2
12027,101,0.4,0.19
12028,182,0.42,0.28
12029,129,0.45,0.36
12030,158,0.64,0.2
12031,97,0.3,0.13
12032,131,0.43,0.37
12033,66,0.31,0.35
12034,73,0.72,0.37
12035,149,0.48,0.22
12036,58,0.39,0.32
12037,79,0.2,0.29
12038,39,0.76,0.26
12039,58,0.62,0.34
12040,29,0.48,0.26
12041,189,0.69,0.33
12042,189,0.78,0.34
12043,66,0.54,0.14
12044,24,0.41,0.19
12045,180,0.55,0.22
12046,58,0.43,0.19
12047,193,0.53,0.13
12048,176,0.45,0.1
12049,52,0.28,0.17
12050,132,0.31,0.38
12051,187,0.37,0.23
12052,104,0.47,0.32
12053,50,0.73,0.27
12054,163,0.52,0.26
12055,145,0.78,0.35
12056,155,0.38,0.12
12057,50,0.51,0.31
12058,68,0.28,0.24
12059,162,0.36,0.16
12060,43,0.75,0.24
12061,143,0.31,0.13
12062,58,0.73,0.39
12063,31,0.25,0.33
12064,71,0.61,0.16
12065,84,0.78,0.15
12066,87,0.37,0.23
12067,38,0.72,0.31
12068,160,0.34,0.24
12069,118,0.48,0.32
12070,55,0.65,0.17
12071,161,0.69,0.19
12072,63,0.27,0.15
12073,194,0.44,0.13
12074,124,0.7,0.31
12075,26,0.21,0.23
12076,136,0.7,0.12
12077,50,0.76,0.25
12078,87,0.29,0.28
12079,197,0.5,0.18
12080,161,0.24,0.1
12081,142,0.67,0.26
12082,50,0.38,0.35
12083,71,0.44,0.24
12084,129,0.53,0.25
12085,179,0.77,0.27
12086,60,0.63,0.17
12087,34,0.77,0.12
12088,52,0.71,0.23
12089,141,0.46,0.16
12090,181,0.58,0.24
12091,102,0.59,0.3
12092,162,0.76,0.38
12093,139,0.72,0.23
12094,146,0.74,0.11
12095,44,0.47,0.32
12096,196,0.42,0.14
12097,67,0.21,0.24
12098,21,0.42,0.37
12099,130,0.48,0.24
12100,83,0.75,0.31
12101,180,0.33,0.29
12102,182,0.69,0.11
12103,50,0.22,0.39
12104,187,0.63,0.18
12105,129,0.42,0.15
12106,47,0.2,0.23
12107,29,0.42,0.15
12108,63,0.62,0.32
12109,104,0.26,0.29
12110,25,0.63,0.25
12111,160,0.51,0.38
12112,73,0.61,0.24
12113,120,0.63,0.13
12114,68,0.79,0.38
12115,71,0.3,0.11
12116,70,0.42,0.15
12117,178,0.32,0.15
12118,59,0.25,0.15
12119,90,0.75,0.31
12120,86,0.6,0.33
12121,200,0.67,0.12
12122,74,0.51,0.26
12123,132,0.47,0.23
12124,174,0.58,0.28
12125,186,0.45,0.39
12126,133,0.4,0.19
12127,27,0.29,0.3
12128,29,0.57,0.38
12129,147,0.65,0.17
12130,93,0.76,0.38
12131,23,0.52,0.16
12132,194,0.7,0.31
12133,102,0.73,0.32
12134,183,0.43,0.36
12135,170,0.72,0.22
12136,193,0.57,0.13
12137,156,0.29,0.28
12138,185,0.72,0.13
12139,23,0.22,0.12
12140,88,0.72,0.28
12141,38,0.72,0.27
12142,123,0.67,0.33
12143,166,0.47,0.38
12144,164,0.64,0.24
12145,159,0.43,0.26
12146,55,0.25,0.38
12147,174,0.52,0.34
12148,118,0.34,0.32
12149,111,0.59,0.27
12150,180,0.43,0.28
12151,22,0.4,0.18
12152,147,0.66,0.33
12153,59,0.32,0.2
12154,181,0.27,0.27
12155,89,0.51,0.25
12156,197,0.37,0.38
12157,22,0.55,0.3
12158,82,0.34,0.18
12159,169,0.23,0.32
12160,189,0.75,0.25
12161,73,0.66,0.27
12162,24,0.79,0.32
12163,124,0.72,0.24
12164,140,0.35,0.21
12165,34,0.44,0.24
12166,36,0.69,0.36
12167,143,0.71,0.12
12168,149,0.56,0.13
12169,92,0.5,0.35
12170,115,0.79,0.34
12171,182,0.51,0.3
12172,131,0.57,0.36
12173,75,0.64,0.16
12174,125,0.51,0.19
12175,87,0.79,0.31
12176,84,0.63,0.38
12177,164,0.34,0.14
12178,113,0.54,0.3
12179,134,0.66,0.12
12180,73,0.63,0.26
12181,189,0.42,0.39
12182,58,0.45,0.21
12183,39,0.28,0.19
12184,115,0.68,0.35
12185,96,0.27,0.18
12186,130,0.72,0.32
12187,44,0.49,0.34
12188,165,0.62,0.31
12189,116,0.58,0.12
12190,62,0.39,0.19
12191,21,0.2,0.37
12192,172,0.74,0.25
12193,101,0.28,0.16
12194,192,0.7,0.19
12195,97,0.77,0.17
12196,90,0.45,0.27
12197,183,0.4,0.14
12198,114,0.52,0.14
12199,99,0.35,0.28
12200,101,0.62,0.2
12201,128,0.72,0.1
12202,172,0.26,0.23
12203,40,0.68,0.12
12204,57,0.38,0.19
12205,157,0.61,0.28
12206,98,0.36,0.32
12207,176,0.51,0.1
12208,140,0.72,0.28
12209,142,0.71,0.28
12210,44,0.29,0.35
12211,60,0.28,0.14
12212,157,0.8,0.15
12213,36,0.7,0.35
12214,124,0.33,0.32
12215,94,0.44,0.13
12216,183,0.38,0.24
12217,66,0.44,0.18
12218,176,0.77,0.28
12219,185,0.48,0.27
12220,104,0.74,0.29
12221,179,0.35,0.4
12222,163,0.47,0.31
12223,123,0.37,0.35
12224,152,0.34,0.37
12225,108,0.39,0.4
12226,186,0.6,0.3
12227,48,0.4,0.35
12228,86,0.72,0.26
12229,151,0.77,0.36
12230,165,0.76,0.25
12231,153,0.25,0.19
12232,96,0.53,0.1
12233,91,0.76,0.34
12234,189,0.24,0.14
12235,67,0.48,0.24
12236,44,0.5,0.19
12237,142,0.77,0.15
12238,129,0.71,0.37
12239,157,0.23,0.14
12240,37,0.35,0.26
12241,46,0.31,0.31
12242,184,0.62,0.34
12243,115,0.39,0.22
12244,137,0.37,0.14
12245,43,0.23,0.3
12246,110,0.27,0.11
12247,199,0.3,0.17
12248,145,0.37,0.21
12249,97,0.32,0.3
12250,91,0.71,0.21
12251,153,0.71,0.17
12252,198,0.57,0.12
12253,30,0.42,0.18
12254,38,0.57,0.16
12255,198,0.72,0.26
12256,109,0.23,0.16
12257,47,0.63,0.13
12258,50,0.48,0.13
12259,104,0.72,0.11
12260,198,0.77,0.28
12261,158,0.48,0.14
12262,150,0.64,0.12
12263,72,0.78,0.24
12264,117,0.23,0.13
12265,119,0.26,0.33
12266,170,0.73,0.17
12267,194,0.26,0.1
12268,154,0.76,0.37
12269,154,0.53,0.25
12270,123,0.72,0.36
12271,116,0.72,0.27
12272,51,0.62,0.12
12273,148,0.46,0.23
12274,185,0.3,0.13
12275,104,0.67,0.26
12276,50,0.34,0.34
12277,108,0.49,0.35
12278,110,0.71,0.33
12279,103,0.33,0.39
12280,27,0.72,0.28
12281,66,0.52,0.15
12282,89,0.74,0.39
12283,95,0.27,0.16
12284,80,0.72,0.26
12285,177,0.56,0.37
12286,169,0.7,0.36
12287,94,0.67,0.19
12288,86,0.59,0.26
12289,134,0.34,0.17
12290,98,0.64,0.25
12291,20,0.24,0.24
12292,49,0.53,0.35
12293,77,0.31,0.24
12294,177,0.62,0.38
12295,108,0.21,0.33
12296,136,0.51,0.22
12297,43,0.54,0.4
12298,161,0.48,0.38
12299,64,0.71,0.12
12300,87,0.3,0.22
12301,29,0.63,0.38
12302,69,0.71,0.32
12303,147,0.77,0.33
12304,123,0.47,0.34
12305,113,0.41,0.14
12306,184,0.73,0.25
12307,56,0.79,0.15
12308,163,0.48,0.18
12309,156,0.32,0.34
12310,200,0.79,0.38
12311,110,0.73,0.28
12312,88,0.68,0.14
12313,56,0.38,0.31
12314,137,0.46,0.35
12315,149,0.46,0.32
12316,82,0.22,0.18
12317,118,0.57,0.16
12318,153,0.72,0.39
12319,54,0.55,0.36
12320,127,0.71,0.27
12321,125,0.41,0.3
12322,41,0.7,0.34
12323,199,0.68,0.24
12324,95,0.39,0.17
12325,99,0.65,0.12
12326,61,0.55,0.37
12327,131,0.45,0.29
12328,189,0.77,0.11
12329,25,0.71,0.35
12330,166,0.52,0.33
12331,163,0.24,0.14
12332,197,0.56,0.14
12333,152,0.44,0.33
12334,123,0.71,0.34
12335,83,0.2,0.13
12336,76,0.59,0.24
12337,73,0.68,0.35
12338,153,0.72,0.16
12339,109,0.44,0.24
12340,182,0.78,0.27
12341,38,0.61,0.24
12342,95,0.27,0.23
12343,31,0.4,0.21
12344,159,0.33,0.37
12345,48,0.79,0.12
12346,51,0.45,0.32
12347,46,0.43,0.3
12348,98,0.37,0.38
12349,141,0.24,0.25
12350,29,0.27,0.21
12351,64,0.66,0.37
12352,33,0.46,0.25
12353,53,0.4,0.34
12354,63,0.29,0.2
12355,41,0.47,0.21
12356,99,0.26,0.12
12357,118,0.32,0.34
12358,98,0.23,0.15
12359,100,0.77,0.11
12360,168,0.34,0.17
12361,81,0.29,0.11
12362,34,0.39,0.21
12363,61,0.79,0.28
12364,139,0.22,0.27
12365,153,0.57,0.24
12366,70,0.22,0.29
12367,161,0.63,0.27
12368,22,0.66,0.31
12369,148,0.55,0.14
12370,161,0.44,0.12
12371,165,0.26,0.36
12372,124,0.79,0.16
12373,197,0.72,0.1
12374,22,0.25,0.28
12375,122,0.58,0.23
12376,117,0.58,0.16
12377,158,0.5,0.21
12378,159,0.29,0.35
12379,141,0.78,0.28
12380,61,0.26,0.32
12381,163,0.21,0.37
12382,171,0.47,0.36
12383,78,0.77,0.29
12384,87,0.45,0.34
12385,150,0.75,0.31
12386,139,0.49,0.26
12387,156,0.71,0.38
12388,161,0.44,0.31
12389,179,0.42,0.25
12390,145,0.68,0.31
12391,154,0.38,0.38
12392,95,0.5,0.33
12393,67,0.76,0.22
12394,33,0.76,0.25
12395,64,0.74,0.32
12396,22,0.74,0.36
12397,187,0.57,0.39
12398,44,0.3,0.34
12399,152,0.55,0.39
12400,74,0.43,0.14
12401,150,0.3,0.13
12402,153,0.78,0.19
12403,75,0.76,0.25
12404,37,0.7,0.14
12405,185,0.37,0.34
12406,130,0.61,0.35
12407,116,0.37,0.29
12408,56,0.39,0.22
12409,185,0.4,0.31
12410,35,0.74,0.28
12411,51,0.76,0.26
12412,118,0.66,0.15
12413,38,0.32,0.19
12414,83,0.74,0.13
12415,62,0.4,0.38
12416,154,0.79,0.22
12417,172,0.56,0.15
12418,136,0.25,0.38
12419,114,0.52,0.39
12420,172,0.66,0.13
12421,186,0.22,0.16
12422,175,0.56,0.26
12423,83,0.58,0.35
12424,147,0.73,0.17
12425,21,0.64,0.12
12426,111,0.38,0.27
12427,111,0.63,0.37
12428,131,0.3,0.13
12429,103,0.53,0.38
12430,50,0.67,0.24
12431,50,0.54,0.39
12432,110,0.73,0.29
12433,157,0.46,0.31
12434,97,0.63,0.36
12435,200,0.79,0.28
12436,129,0.33,0.25
12437,22,0.7,0.22
12438,181,0.63,0.37
12439,128,0.25,0.25
12440,177,0.29,0.29
12441,60,0.34,0.17
12442,136,0.78,0.39
12443,69,0.43,0.33
12444,148,0.34,0.31
12445,51,0.41,0.21
12446,103,0.58,0.29
12447,119,0.43,0.38
12448,148,0.62,0.25
12449,76,0.23,0.37
12450,176,0.49,0.16
12451,72,0.24,0.29
12452,69,0.39,0.23
12453,157,0.59,0.29
12454,184,0.62,0.25
12455,164,0.41,0.3
12456,142,0.69,0.24
12457,133,0.43,0.33
12458,127,0.62,0.12
12459,158,0.58,0.25
12460,38,0.45,0.23
12461,180,0.31,0.36
12462,73,0.6,0.17
12463,83,0.23,0.21
12464,54,0.43,0.38
12465,84,0.48,0.19
12466,119,0.69,0.36
12467,66,0.6,0.3
12468,161,0.59,0.27
12469,45,0.68,0.36
12470,157,0.78,0.11
12471,149,0.67,0.36
12472,161,0.22,0.33
12473,164,0.25,0.23
12474,47,0.43,0.29
12475,34,0.32,0.34
12476,78,0.22,0.31
12477,36,0.45,0.3
12478,50,0.42,0.22
12479,36,0.43,0.14
12480,100,0.47,0.15
12481,154,0.38,0.37
12482,188,0.77,0.33
12483,193,0.51,0.32
12484,65,0.74,0.37
12485,96,0.46,0.36
12486,40,0.54,0.3
12487,192,0.46,0.32
12488,98,0.51,0.32
12489,173,0.42,0.11
12490,75,0.39,0.35
12491,47,0.25,0.13
12492,173,0.71,0.4
12493,174,0.55,0.35
12494,44,0.79,0.2
12495,72,0.29,0.34
12496,42,0.34,0.31
12497,126,0.41,0.14
12498,154,0.77,0.16
12499,96,0.56,0.26
12500,62,0.4,0.24
12501,44,0.72,0.1
12502,180,0.52,0.18
12503,132,0.3,0.21
12504,24,0.65,0.38
12505,65,0.48,0.22
12506,104,0.27,0.31
12507,113,0.5,0.29
12508,112,0.46,0.26
12509,72,0.71,0.17
12510,107,0.22,0.26
12511,39,0.21,0.32
12512,100,0.77,0.14
12513,47,0.41,0.19
12514,93,0.48,0.11
12515,171,0.23,0.31
12516,77,0.48,0.28
12517,125,0.42,0.22
12518,198,0.66,0.28
12519,24,0.59,0.15
12520,187,0.69,0.25
12521,139,0.78,0.1
12522,125,0.76,0.3
12523,30,0.39,0.16
12524,191,0.24,0.35
12525,78,0.79,0.35
12526,171,0.28,0.14
12527,39,0.6,0.15
12528,41,0.42,0.37
12529,167,0.21,0.26
12530,104,0.54,0.2
12531,146,0.61,0.36
12532,194,0.2,0.32
12533,119,0.65,0.27
12534,31,0.34,0.39
12535,192,0.68,0.13
12536,132,0.34,0.19
12537,168,0.51,0.12
12538,129,0.7,0.38
12539,110,0.62,0.24
12540,186,0.74,0.29
12541,39,0.49,0.28
12542,101,0.4,0.15
12543,200,0.5,0.17
12544,192,0.49,0.23
12545,189,0.54,0.32
12546,45,0.79,0.21
12547,162,0.38,0.37
12548,200,0.65,0.16
12549,157,0.46,0.34
12550,108,0.32,0.38
12551,35,0.25,0.12
12552,72,0.67,0.29
12553,163,0.73,0.11
12554,127,0.48,0.37
12555,111,0.48,0.16
12556,188,0.61,0.12
12557,52,0.72,0.17
12558,195,0.56,0.38
12559,50,0.78,0.31
12560,171,0.26,0.2
12561,109,0.53,0.37
12562,47,0.76,0.16
12563,106,0.45,0.24
12564,114,0.43,0.18
12565,118,0.36,0.31
12566,199,0.27,0.35
12567,118,0.34,0.14
12568,196,0.29,0.26
12569,85,0.32,0.22
12570,118,0.37,0.26
12571,64,0.79,0.17
12572,160,0.33,0.15
12573,145,0.52,0.22
12574,101,0.34,0.16
12575,44,0.51,0.19
12576,196,0.67,0.38
12577,172,0.34,0.31
12578,119,0.77,0.1
12579,76,0.6,0.15
12580,163,0.53,0.26
12581,42,0.49,0.19
12582,109,0.23,0.13
12583,153,0.61,0.18
12584,187,0.4,0.16
12585,40,0.43,0.18
12586,51,0.79,0.27
12587,71,0.32,0.35
12588,189,0.63,0.4
12589,44,0.77,0.32
12590,102,0.74,0.29
12591,63,0.79,0.19
12592,32,0.33,0.22
12593,158,0.35,0.34
12594,168,0.56,0.15
12595,190,0.7,0.3
12596,189,0.73,0.31
12597,118,0.72,0.33
12598,167,0.6,0.29
12599,169,0.39,0.3
12600,80,0.36,0.26
12601,111,0.75,0.32
12602,47,0.51,0.32
12603,139,0.21,0.31
12604,22,0.67,0.25
12605,24,0.79,0.15
12606,26,0.79,0.25
12607,25,0.31,0.15
12608,62,0.57,0.22
12609,100,0.75,0.26
12610,30,0.36,0.2
12611,157,0.57,0.12
12612,77,0.67,0.19
12613,96,0.53,0.34
12614,55,0.35,0.39
12615,150,0.78,0.11
12616,130,0.73,0.34
12617,41,0.42,0.3
12618,82,0.53,0.16
12619,155,0.48,0.36
12620,124,0.76,0.27
12621,85,0.29,0.2
12622,155,0.38,0.27
12623,86,0.35,0.29
12624,102,0.73,0.19
12625,109,0.48,0.35
12626,162,0.68,0.33
12627,87,0.25,0.25
12628,79,0.72,0.31
12629,194,0.31,0.35
12630,110,0.31,0.27
12631,113,0.67,0.35
12632,162,0.36,0.28
12633,62,0.3,0.2
12634,102,0.26,0.34
12635,58,0.68,0.16
12636,141,0.45,0.28
12637,164,0.69,0.26
12638,176,0.27,0.16
12639,91,0.5,0.1
12640,131,0.48,0.27
12641,81,0.42,0.34
12642,139,0.44,0.11
12643,123,0.61,0.3
12644,151,0.45,0.23
12645,93,0.64,0.18
12646,105,0.72,0.31
12647,155,0.66,0.31
12648,121,0.64,0.36
12649,182,0.55,0.19
12650,162,0.68,0.32
12651,150,0.41,0.17
12652,106,0.56,0.36
